VideoID,Title,PublishDate,Views,Likes,Comments,WatchTimeMinutes,SubscribersGained,TrafficSource,DeviceType,Country,Impressions,CTR (%),AverageViewDuration (sec),Revenue ($)
VID10455,Video Tutorial #218,2024-05-04,7543,3866,291,16207,114,Notifications,Mobile,UK,141730,2.44,638,46.25
VID10456,Video Tutorial #97,2024-12-07,35654,3261,275,802,39,YouTube Search,Desktop,Canada,626,1.75,386,29.9
VID10457,Video Tutorial #80,2024-08-06,21361,3548,375,6937,63,YouTube Search,Mobile,UK,1853,10.11,835,40.59
VID10458,Video Tutorial #4,2021-11-08,37757,3252,54,17661,88,Notifications,Desktop,UK,14756,13.01,30,49.9
VID10459,Video Tutorial #214,2022-07-21,3694,1717,577,9752,99,Notifications,Console,USA,23366,3.22,836,71.44
VID10460,Video Tutorial #92,2022-03-04,20495,1013,738,6379,143,Suggested Videos,Mobile,Germany,64655,11.86,56,10.87
VID10461,Video Tutorial #127,2024-12-11,35984,1311,25,14810,81,Notifications,Tablet,Germany,63095,9.11,577,8.37
VID10462,Video Tutorial #291,2022-11-21,9561,4571,440,19084,76,Browse Features,Console,Canada,78377,17.78,189,44.29
VID10463,Video Tutorial #230,2025-02-13,233,618,764,7884,58,External,Console,India,102445,13.2,428,44.72
VID10464,Video Tutorial #77,2025-10-06,9525,4737,196,16686,90,Notifications,Mobile,Canada,96211,12.18,572,18.09
VID10465,Video Tutorial #281,2023-06-29,19280,4258,641,6874,97,Suggested Videos,Mobile,Germany,65502,10.7,156,61.02
VID10466,Video Tutorial #277,2022-01-26,26058,1983,242,4032,138,Browse Features,Desktop,India,123847,17.96,803,42.96
VID10467,Video Tutorial #260,2023-03-03,11382,2229,723,18042,0,Suggested Videos,Desktop,UK,14518,17.67,886,4.4
VID10468,Video Tutorial #253,2025-04-15,47991,4821,189,11018,12,Browse Features,Desktop,Germany,37285,10.15,239,132.92
VID10469,Video Tutorial #117,2023-08-10,42806,469,737,12112,29,Browse Features,Console,UK,41845,8.74,179,132.96
VID10470,Video Tutorial #268,2024-09-24,4772,4117,757,15352,196,External,Tablet,USA,80223,8.86,60,31.77
VID10471,Video Tutorial #133,2024-06-15,15244,4356,567,11120,17,Notifications,Mobile,Germany,87904,8.28,641,24.85
VID10472,Video Tutorial #28,2022-11-11,26681,1140,566,5181,77,YouTube Search,TV,India,111155,10.03,870,82.32
VID10473,Video Tutorial #162,2024-07-05,27962,1437,275,9599,140,Notifications,Console,Germany,119197,5.65,331,94.8
VID10474,Video Tutorial #190,2024-12-07,17216,537,408,18087,31,External,Mobile,UK,48402,16.76,894,143.65
VID10475,Video Tutorial #248,2023-09-08,46890,952,339,6720,70,Notifications,Tablet,Australia,122661,9.33,760,56.91
VID10476,Video Tutorial #288,2025-06-19,16026,2814,152,17431,199,External,TV,USA,57828,15.31,794,92.92
VID10477,Video Tutorial #247,2025-10-05,38673,3007,564,5469,49,Suggested Videos,TV,Australia,98698,9.08,712,131.79
VID10478,Video Tutorial #225,2021-12-16,46112,3995,397,14947,198,External,Mobile,Canada,1338,13.21,286,67.77
VID10479,Video Tutorial #196,2023-10-10,12096,1841,443,9764,115,External,Desktop,Australia,81710,6.73,86,18.79
VID10480,Video Tutorial #237,2023-04-18,33494,851,622,7058,112,Browse Features,Console,UK,144221,11.62,38,56.93
VID10481,Video Tutorial #271,2024-03-06,23684,1972,426,9493,79,Notifications,Desktop,Canada,57293,9.47,34,20.92
VID10482,Video Tutorial #207,2024-11-15,4140,1192,486,17555,30,Suggested Videos,Mobile,India,66734,7.24,876,2.99
VID10483,Video Tutorial #57,2022-04-29,45316,3921,203,17423,50,Browse Features,Desktop,India,14779,15.99,143,112.86
VID10484,Video Tutorial #278,2024-11-18,30058,4629,111,12459,154,External,Console,Australia,34605,2.92,806,36.14
VID10485,Video Tutorial #285,2025-04-06,22157,2063,324,15364,59,Browse Features,Console,India,51441,9.28,714,0.8
VID10486,Video Tutorial #300,2023-12-21,45595,3047,257,988,32,YouTube Search,TV,Canada,50474,4.3,761,130.93
VID10487,Video Tutorial #258,2024-11-23,8432,4400,527,8719,180,Suggested Videos,Desktop,Canada,47098,15.64,234,66.85
VID10488,Video Tutorial #157,2025-04-22,47824,3559,349,15770,126,External,Desktop,Canada,127303,5.31,53,36.21
VID10489,Video Tutorial #24,2024-11-18,9084,4512,677,11033,199,Notifications,TV,Germany,33278,11.77,522,39.79
VID10490,Video Tutorial #188,2021-10-28,8576,305,434,16531,160,Suggested Videos,TV,Canada,107473,3.81,711,36.46
VID10491,Video Tutorial #119,2021-12-06,24123,4909,425,11155,125,YouTube Search,Console,Australia,104239,7.88,435,29.59
VID10492,Video Tutorial #288,2025-09-09,46748,2848,279,14501,40,Browse Features,Tablet,India,100390,16.29,132,126.26
VID10493,Video Tutorial #76,2021-12-23,1160,2436,370,18849,18,Browse Features,Console,UK,59051,3.82,89,25.96
VID10494,Video Tutorial #186,2022-05-16,49780,2805,669,7402,40,Notifications,Desktop,Canada,87729,12.27,115,84.5
VID10495,Video Tutorial #238,2024-04-28,16495,1985,248,11457,84,YouTube Search,TV,India,139434,4.48,796,12.06
VID10496,Video Tutorial #42,2023-03-26,436,3937,180,19660,88,External,Mobile,India,68931,8.07,706,142.45
VID10497,Video Tutorial #218,2025-03-11,18634,713,702,8597,41,YouTube Search,Desktop,USA,81323,10.19,401,90.7
VID10498,Video Tutorial #16,2024-03-15,45724,2896,650,10139,119,Browse Features,Desktop,Germany,45743,10.81,708,135.52
VID10499,Video Tutorial #65,2024-12-31,34501,1682,77,13917,22,Notifications,TV,Germany,3682,11.24,625,59.98
VID10500,Video Tutorial #282,2024-04-12,47851,1334,335,5438,32,External,Console,Australia,112881,11.88,231,121.7
VID10501,Video Tutorial #141,2022-06-11,48526,3199,49,2599,19,Browse Features,Console,Canada,104104,5.62,631,128.12
VID10502,Video Tutorial #279,2021-10-30,30599,175,84,3044,152,Suggested Videos,Mobile,UK,40100,7.82,118,105.59
VID10503,Video Tutorial #103,2025-01-31,6371,3206,694,179,89,Suggested Videos,TV,UK,102692,1.63,466,14.4
VID10504,Video Tutorial #179,2022-12-04,24490,1417,694,3249,103,External,Mobile,UK,1185,14.07,149,2.9
VID10505,Video Tutorial #229,2024-04-25,31616,1988,3,3425,179,Suggested Videos,TV,Canada,146772,15.23,185,25.7
VID10506,Video Tutorial #78,2024-12-23,41496,4854,316,19962,11,Notifications,Console,Germany,98094,4.39,428,18.16
VID10507,Video Tutorial #133,2025-09-09,32571,1773,110,11418,159,Browse Features,Mobile,UK,117409,4.42,729,108.91
VID10508,Video Tutorial #214,2023-01-19,44742,4267,333,3494,160,External,Desktop,Germany,107214,1.71,217,83.77
VID10509,Video Tutorial #207,2023-09-14,23848,1075,762,18235,195,Notifications,Mobile,Australia,70510,17.5,803,79.13
VID10510,Video Tutorial #26,2023-05-19,13615,4761,132,14933,142,YouTube Search,Tablet,Canada,26925,14.72,81,38.3
VID10511,Video Tutorial #101,2025-01-29,23077,592,611,6854,50,Notifications,TV,UK,142085,7.13,681,23.61
VID10512,Video Tutorial #176,2024-05-07,41550,2979,683,19420,5,Notifications,Desktop,USA,84369,9.19,560,31.38
VID10513,Video Tutorial #27,2022-11-02,32145,3983,798,3975,90,External,Tablet,Canada,14432,5.96,509,60.34
VID10514,Video Tutorial #180,2022-02-12,5681,2411,118,7194,196,Suggested Videos,Mobile,India,54995,11.15,616,111.15
VID10515,Video Tutorial #61,2022-03-25,24379,848,349,5390,68,Suggested Videos,Desktop,USA,135604,13.19,259,38.55
VID10516,Video Tutorial #157,2025-06-10,43070,494,686,17540,162,Browse Features,Tablet,UK,137275,8.61,510,104.94
VID10517,Video Tutorial #218,2023-11-03,45256,546,541,15295,122,Browse Features,Console,Canada,122146,15.85,159,73.98
VID10518,Video Tutorial #259,2022-10-11,37987,2287,54,121,161,YouTube Search,TV,USA,147072,9.79,84,132.87
VID10519,Video Tutorial #274,2021-12-05,6837,2698,360,16153,190,External,Desktop,India,67667,3.45,300,35.32
VID10520,Video Tutorial #100,2025-09-09,38050,3838,707,16986,195,External,Mobile,India,62813,11.58,129,67.9
VID10521,Video Tutorial #224,2024-12-28,26925,1541,452,7423,145,Notifications,Desktop,UK,58739,8.86,98,14.95
VID10522,Video Tutorial #188,2023-11-26,24564,884,552,14736,114,Notifications,Mobile,India,140160,16.91,328,50.61
VID10523,Video Tutorial #118,2024-03-05,22630,3957,684,17632,153,Browse Features,Mobile,Australia,103703,7.66,558,76.28
VID10524,Video Tutorial #263,2025-01-01,20341,3095,329,5993,110,YouTube Search,Tablet,UK,78588,7.85,383,110.04
VID10525,Video Tutorial #12,2025-03-22,4338,2366,218,19188,60,Suggested Videos,Mobile,Australia,93005,12.06,657,30.11
VID10526,Video Tutorial #190,2025-09-16,6784,3348,207,10331,106,Suggested Videos,TV,Germany,3077,9.96,181,33.1
VID10527,Video Tutorial #177,2021-11-06,17514,3072,669,11071,77,External,Desktop,Australia,115750,7.37,359,94.92
VID10528,Video Tutorial #275,2024-01-07,39058,3676,739,3608,94,Suggested Videos,Desktop,Germany,54741,17.83,145,57.68
VID10529,Video Tutorial #255,2023-01-11,49399,4716,84,1536,73,External,Console,Germany,132440,6.14,571,72.57
VID10530,Video Tutorial #225,2022-11-29,7864,953,684,7919,47,Notifications,Desktop,UK,114565,5.72,352,125.5
VID10531,Video Tutorial #197,2025-09-05,43204,3301,244,1979,199,Browse Features,TV,USA,54531,15.7,592,75.11
VID10532,Video Tutorial #90,2022-04-24,7901,3736,684,9153,95,Browse Features,Tablet,UK,16856,1.06,601,98.05
VID10533,Video Tutorial #271,2025-01-23,1650,3180,334,17896,30,Notifications,Console,UK,146204,4.42,258,98.69
VID10534,Video Tutorial #75,2025-08-24,6916,2964,211,11538,33,YouTube Search,Console,Canada,143057,11.04,800,120.64
VID10535,Video Tutorial #282,2024-04-29,3742,4028,595,8311,86,YouTube Search,Desktop,Canada,9896,3.76,389,95.9
VID10536,Video Tutorial #269,2023-11-08,20423,3248,684,2364,134,YouTube Search,Console,Germany,104683,17.76,34,10.19
VID10537,Video Tutorial #109,2024-07-17,33150,4416,182,5329,82,YouTube Search,Desktop,Australia,81114,8.89,57,51.65
VID10538,Video Tutorial #20,2022-03-05,46527,3358,132,235,134,Notifications,Console,Australia,20425,11.16,795,148.4
VID10539,Video Tutorial #66,2022-04-25,46927,4972,799,14530,46,Notifications,Tablet,USA,138193,3.73,393,29.88
VID10540,Video Tutorial #57,2025-02-28,14897,4849,773,3021,135,Notifications,Console,Canada,53196,5.92,491,88.22
VID10541,Video Tutorial #114,2025-01-06,14557,2705,349,4136,128,Suggested Videos,Tablet,Canada,144243,11.45,260,126.52
VID10542,Video Tutorial #138,2023-12-04,10013,1038,281,623,124,Browse Features,TV,USA,64749,10.34,424,88.19
VID10543,Video Tutorial #69,2023-06-19,6156,71,292,14092,76,Suggested Videos,TV,USA,8141,14.33,898,56.15
VID10544,Video Tutorial #209,2024-09-29,7383,2875,268,16492,2,Browse Features,Mobile,India,40158,5.58,741,12.49
VID10545,Video Tutorial #94,2023-05-21,48876,106,196,5468,180,Browse Features,Console,UK,48363,12.11,873,54.57
VID10546,Video Tutorial #13,2024-10-06,31963,770,536,9012,91,External,Tablet,Canada,104920,5.95,300,27.72
VID10547,Video Tutorial #44,2022-09-26,31333,2010,652,19731,165,Suggested Videos,Console,India,107745,10.97,880,144.15
VID10548,Video Tutorial #7,2024-09-20,39473,2941,734,2709,178,External,Console,UK,28323,11.29,333,107.4
VID10549,Video Tutorial #66,2023-03-23,38126,2193,19,7527,142,YouTube Search,Console,UK,33675,3.07,412,112.53
VID10550,Video Tutorial #65,2023-07-25,29865,3496,758,1029,99,YouTube Search,Desktop,UK,21761,10.33,587,65.68
VID10551,Video Tutorial #169,2023-04-12,20634,4312,712,19419,126,YouTube Search,Console,Canada,36532,1.2,57,16.94
VID10552,Video Tutorial #87,2022-02-11,25432,4356,404,15913,194,Suggested Videos,Tablet,India,29214,9.52,548,40.37
VID10553,Video Tutorial #261,2024-03-09,1114,934,114,19922,191,Suggested Videos,Console,Australia,6130,12.86,773,39.33
VID10554,Video Tutorial #143,2024-09-15,41898,575,700,13708,67,YouTube Search,TV,Germany,90151,2.24,228,73.27
VID10555,Video Tutorial #176,2023-10-20,43933,3931,25,16160,132,External,Desktop,Canada,47843,16.96,635,69.42
VID10556,Video Tutorial #278,2025-03-12,6870,4381,565,5588,89,Notifications,Desktop,Germany,125856,8.8,111,65.29
VID10557,Video Tutorial #4,2022-04-09,8562,4088,681,6739,88,Suggested Videos,Tablet,Germany,65715,16.95,117,74.65
VID10558,Video Tutorial #211,2024-08-18,36775,2532,394,6971,9,Suggested Videos,Console,Germany,47677,2.83,419,148.06
VID10559,Video Tutorial #17,2025-09-05,19665,2420,380,11181,7,YouTube Search,Desktop,Australia,110536,17.15,727,45.1
VID10560,Video Tutorial #147,2022-06-16,39826,70,522,13957,11,External,Mobile,Australia,3066,2.86,784,92.48
VID10561,Video Tutorial #241,2024-08-13,48862,4475,538,17190,63,External,Tablet,India,129456,8.85,609,36.31
VID10562,Video Tutorial #57,2023-04-13,17934,1303,82,1967,117,Notifications,Tablet,Germany,113938,16.95,852,70.26
VID10563,Video Tutorial #239,2024-07-24,47505,3815,549,19460,58,Notifications,Mobile,UK,3828,4.96,480,30.41
VID10564,Video Tutorial #107,2023-01-14,18002,2350,444,13310,194,YouTube Search,Tablet,UK,132119,1.59,462,83.95
VID10565,Video Tutorial #9,2023-09-29,9761,255,86,19074,49,Suggested Videos,Mobile,India,81480,14.48,403,40.12
VID10566,Video Tutorial #108,2021-12-27,20523,1708,386,4451,150,Notifications,Mobile,UK,66230,11.13,464,6.0
VID10567,Video Tutorial #187,2025-08-21,18299,4788,667,13021,39,Browse Features,Console,India,21514,9.74,216,122.38
VID10568,Video Tutorial #84,2021-12-09,9647,834,397,19342,121,External,Desktop,Canada,93105,1.58,780,19.67
VID10569,Video Tutorial #259,2023-08-08,22034,2765,285,1111,96,Notifications,Desktop,USA,91842,12.1,419,55.52
VID10570,Video Tutorial #38,2022-07-19,48072,2472,697,9239,126,Notifications,Console,India,37073,3.92,247,71.84
VID10571,Video Tutorial #159,2023-02-23,16438,3743,693,13625,86,External,Desktop,USA,87191,16.83,137,65.16
VID10572,Video Tutorial #114,2023-04-11,47187,2036,368,14742,76,YouTube Search,Console,Australia,137261,12.66,848,108.99
VID10573,Video Tutorial #99,2023-10-01,40777,1968,654,12376,120,Browse Features,Mobile,India,62335,13.02,579,89.72
VID10574,Video Tutorial #13,2024-10-06,18832,100,421,9980,145,YouTube Search,TV,Canada,29500,4.95,378,44.66
VID10575,Video Tutorial #98,2022-07-03,6658,1853,717,13002,148,Suggested Videos,Tablet,India,146577,15.97,817,8.23
VID10576,Video Tutorial #100,2023-10-08,33165,3184,653,991,110,Browse Features,Desktop,Canada,117340,10.14,551,115.26
VID10577,Video Tutorial #15,2022-11-20,45230,2356,696,16140,128,Notifications,Mobile,UK,52863,15.57,55,53.2
VID10578,Video Tutorial #251,2023-05-13,42823,112,442,18825,165,YouTube Search,Tablet,USA,148596,5.61,77,133.51
VID10579,Video Tutorial #127,2024-06-18,6550,3159,752,8576,40,Notifications,TV,Australia,106910,13.84,888,59.56
VID10580,Video Tutorial #59,2025-03-26,35392,183,519,6359,169,Suggested Videos,Console,USA,89623,10.77,399,107.79
VID10581,Video Tutorial #77,2023-05-05,20259,3853,583,10738,136,Browse Features,TV,Canada,110055,1.82,43,140.96
VID10582,Video Tutorial #24,2023-04-21,21027,165,287,7558,22,Browse Features,Console,India,93237,7.89,641,97.85
VID10583,Video Tutorial #296,2023-10-20,38090,2138,94,18385,77,Notifications,TV,India,134408,4.13,216,62.32
VID10584,Video Tutorial #261,2025-08-24,49350,2024,668,19322,10,Suggested Videos,Mobile,UK,30412,7.11,553,85.33
VID10585,Video Tutorial #217,2022-08-28,41512,455,40,3456,70,External,TV,USA,113787,7.52,308,81.75
VID10586,Video Tutorial #150,2022-10-13,3571,2286,330,12830,158,Notifications,TV,Germany,109702,9.07,370,87.93
VID10587,Video Tutorial #282,2024-03-07,1350,4823,780,18963,25,External,TV,India,36740,11.2,357,22.45
VID10588,Video Tutorial #287,2022-08-19,27125,542,154,2882,29,Suggested Videos,Console,USA,100271,10.71,708,104.93
VID10589,Video Tutorial #66,2022-01-04,24029,2666,503,9378,161,Notifications,Console,Germany,62393,1.66,663,22.18
VID10590,Video Tutorial #3,2023-08-18,30852,2450,274,1345,173,YouTube Search,Mobile,USA,114224,13.76,636,2.69
VID10591,Video Tutorial #63,2025-10-14,12275,4938,665,5423,101,Browse Features,Console,USA,85902,17.14,54,93.9
VID10592,Video Tutorial #237,2023-08-12,11531,3934,564,16506,68,YouTube Search,TV,Australia,92124,6.93,558,17.98
VID10593,Video Tutorial #93,2024-08-06,21267,2887,178,13433,132,External,Mobile,Canada,137503,4.06,455,115.68
VID10594,Video Tutorial #154,2023-01-04,44863,4615,751,5304,188,Suggested Videos,Tablet,India,111511,10.18,58,129.96
VID10595,Video Tutorial #118,2025-02-23,37203,4293,136,10047,165,Suggested Videos,Console,Germany,42362,12.98,352,141.74
VID10596,Video Tutorial #203,2023-06-24,14805,3905,766,1997,155,Browse Features,Desktop,USA,116314,12.54,882,99.84
VID10597,Video Tutorial #90,2025-08-29,24964,1689,735,4839,153,External,Console,Germany,106535,11.41,342,72.56
VID10598,Video Tutorial #78,2021-10-18,35642,1638,179,18379,60,Suggested Videos,Tablet,Germany,86414,3.49,613,53.17
VID10599,Video Tutorial #235,2024-02-07,26319,4729,181,11444,105,Notifications,Desktop,Australia,86387,15.23,299,73.89
VID10600,Video Tutorial #95,2023-09-06,38782,4671,258,14558,22,YouTube Search,Desktop,USA,119418,8.24,791,28.96
VID10601,Video Tutorial #275,2025-07-01,24605,4083,242,16646,173,Notifications,TV,Germany,130234,4.76,324,52.59
VID10602,Video Tutorial #66,2022-03-14,19924,1891,95,9438,112,Notifications,TV,USA,125058,2.47,685,107.83
VID10603,Video Tutorial #84,2024-05-02,36585,3206,196,17017,29,Notifications,Console,Australia,17628,8.08,815,33.0
VID10604,Video Tutorial #111,2021-10-19,46394,478,525,3166,66,External,Mobile,Germany,168,11.51,252,39.98
VID10605,Video Tutorial #24,2021-10-30,45086,2367,631,11338,160,Notifications,Desktop,USA,69353,12.31,104,112.52
VID10606,Video Tutorial #6,2025-03-27,7975,2527,386,3399,130,External,Tablet,USA,80854,17.37,131,27.09
VID10607,Video Tutorial #64,2024-03-10,3157,367,407,19811,196,External,Desktop,Germany,91038,3.6,561,37.26
VID10608,Video Tutorial #148,2023-12-21,20902,1837,268,9468,120,External,Mobile,USA,42229,17.76,658,3.12
VID10609,Video Tutorial #24,2022-11-16,30233,1716,170,2955,82,YouTube Search,TV,Germany,114096,12.13,715,108.15
VID10610,Video Tutorial #136,2025-06-25,27667,13,583,9362,169,Suggested Videos,Console,UK,61421,8.72,202,92.88
VID10611,Video Tutorial #106,2024-11-29,8772,536,690,10496,61,Notifications,Console,Australia,11626,16.1,33,104.31
VID10612,Video Tutorial #187,2024-01-20,22681,3240,169,8642,185,Notifications,Mobile,USA,107635,12.81,881,32.54
VID10613,Video Tutorial #167,2023-10-17,31672,2318,158,2102,56,Suggested Videos,Tablet,Germany,15163,6.93,508,103.26
VID10614,Video Tutorial #99,2023-12-15,7933,4043,508,19099,0,Suggested Videos,Tablet,UK,135895,16.03,689,89.66
VID10615,Video Tutorial #175,2025-10-26,19758,376,446,3769,101,Suggested Videos,TV,Australia,4313,12.33,424,55.24
VID10616,Video Tutorial #261,2025-03-09,46271,1725,665,5122,187,Suggested Videos,TV,USA,22897,12.88,655,65.95
VID10617,Video Tutorial #197,2024-04-17,17247,257,81,16947,68,Notifications,Tablet,Australia,85046,16.24,862,85.4
VID10618,Video Tutorial #51,2022-01-26,21184,2265,56,4914,58,Browse Features,Console,UK,89018,8.62,196,74.25
VID10619,Video Tutorial #282,2024-08-02,40436,450,518,13268,45,Browse Features,Console,India,23755,12.17,329,96.45
VID10620,Video Tutorial #109,2023-09-13,33600,894,111,1122,105,Browse Features,TV,Germany,143759,13.66,147,27.56
VID10621,Video Tutorial #15,2023-04-17,14692,3213,47,2787,33,YouTube Search,Desktop,UK,22655,8.72,541,81.34
VID10622,Video Tutorial #45,2023-08-26,20489,1185,591,15597,100,Suggested Videos,Console,India,28171,2.42,641,67.82
VID10623,Video Tutorial #110,2023-05-14,32293,3224,375,10035,96,External,Mobile,Germany,20339,14.11,815,69.42
VID10624,Video Tutorial #237,2024-09-01,40607,1309,32,1324,152,External,Desktop,Australia,123541,1.81,204,70.67
VID10625,Video Tutorial #102,2023-06-23,24633,4706,503,19887,169,Notifications,Console,USA,97238,13.2,188,132.28
VID10626,Video Tutorial #227,2022-08-03,28399,917,626,13572,28,External,Mobile,UK,49251,16.48,413,122.88
VID10627,Video Tutorial #130,2025-03-27,14052,148,2,11314,152,Browse Features,Console,UK,2303,6.9,256,94.62
VID10628,Video Tutorial #291,2025-05-24,19573,4752,485,7025,181,Browse Features,TV,UK,144807,2.74,67,107.61
VID10629,Video Tutorial #181,2025-10-04,44799,2115,515,12127,122,YouTube Search,Console,UK,132316,4.96,492,6.9
VID10630,Video Tutorial #205,2024-06-08,5057,4017,771,5720,72,External,Desktop,Australia,91763,10.56,460,111.73
VID10631,Video Tutorial #44,2022-01-27,20485,3941,41,12598,194,Notifications,TV,Australia,129944,17.03,739,73.18
VID10632,Video Tutorial #115,2025-11-15,40393,4072,8,17616,142,Suggested Videos,Console,USA,12313,9.71,677,48.0
VID10633,Video Tutorial #30,2022-08-01,25143,2796,656,15446,3,YouTube Search,TV,Australia,17044,2.92,133,21.4
VID10634,Video Tutorial #148,2024-10-13,49002,443,608,15206,37,Browse Features,Tablet,UK,66823,11.67,222,11.74
VID10635,Video Tutorial #139,2024-12-01,11344,2945,787,18099,19,External,TV,Australia,69047,13.46,279,7.21
VID10636,Video Tutorial #297,2025-08-04,38455,3937,141,16911,112,Notifications,Tablet,Germany,35291,7.69,42,24.69
VID10637,Video Tutorial #53,2024-06-24,45588,399,789,17614,22,Suggested Videos,Mobile,Australia,72364,13.27,596,5.01
VID10638,Video Tutorial #62,2023-03-08,47360,1152,435,2516,164,Browse Features,TV,UK,99946,6.52,885,110.03
VID10639,Video Tutorial #239,2025-07-03,10958,3793,26,12082,189,External,Tablet,Australia,119650,14.41,626,37.67
VID10640,Video Tutorial #231,2023-01-14,49780,2996,42,16146,110,YouTube Search,Desktop,Australia,85063,6.8,650,55.63
VID10641,Video Tutorial #142,2021-10-26,12749,2217,130,14353,135,Suggested Videos,Desktop,India,1072,5.35,584,123.5
VID10642,Video Tutorial #85,2024-06-30,34683,1708,215,5489,164,External,Console,India,99319,15.95,417,17.64
VID10643,Video Tutorial #220,2023-01-28,1426,3332,605,10444,44,Suggested Videos,Tablet,India,137793,10.32,100,125.42
VID10644,Video Tutorial #23,2024-04-24,14305,1988,519,3100,96,Browse Features,Tablet,Australia,49838,5.85,809,96.11
VID10645,Video Tutorial #197,2024-05-04,13697,4603,597,6507,32,Browse Features,Mobile,Canada,54877,16.9,600,51.63
VID10646,Video Tutorial #88,2023-05-24,38226,2569,344,14701,134,Notifications,Tablet,India,14630,12.74,467,18.11
VID10647,Video Tutorial #24,2023-03-29,8213,161,507,7003,21,Suggested Videos,Desktop,Australia,138526,4.75,73,14.18
VID10648,Video Tutorial #275,2024-02-27,39101,4436,649,983,132,YouTube Search,Console,Canada,46629,11.45,301,50.66
VID10649,Video Tutorial #269,2021-12-25,34794,3905,412,8267,14,Suggested Videos,Console,USA,102995,15.8,43,21.48
VID10650,Video Tutorial #231,2022-05-09,6493,3574,245,6102,20,YouTube Search,Console,Germany,51814,12.83,400,40.52
VID10651,Video Tutorial #214,2023-11-20,13374,3178,448,2916,125,Suggested Videos,Desktop,UK,124850,5.16,141,8.42
VID10652,Video Tutorial #238,2023-06-28,21193,1826,20,580,88,YouTube Search,TV,USA,120983,12.03,408,89.45
VID10653,Video Tutorial #220,2025-07-16,40413,3925,407,12094,16,Notifications,TV,Canada,143722,11.53,343,22.22
VID10654,Video Tutorial #224,2025-02-20,4970,1624,456,317,55,Notifications,TV,UK,88296,14.95,444,113.63
VID10655,Video Tutorial #150,2022-05-30,17425,1177,443,3752,49,Browse Features,Mobile,India,60485,4.03,769,33.12
VID10656,Video Tutorial #173,2023-09-18,38046,4919,264,8984,134,Browse Features,Desktop,Germany,64836,12.89,514,119.8
VID10657,Video Tutorial #166,2022-09-22,11798,3721,659,775,117,YouTube Search,Console,Canada,30368,1.47,198,28.89
VID10658,Video Tutorial #216,2023-07-15,28585,4881,183,8974,121,YouTube Search,Mobile,Australia,135462,12.83,832,108.34
VID10659,Video Tutorial #240,2022-11-20,15765,3221,226,7745,49,Browse Features,Tablet,Canada,30238,17.33,275,50.29
VID10660,Video Tutorial #56,2023-03-19,47302,3260,547,16212,59,Browse Features,Console,Germany,124750,3.96,295,87.68
VID10661,Video Tutorial #232,2025-06-30,6500,131,245,14441,124,Browse Features,Desktop,USA,13532,6.29,878,6.28
VID10662,Video Tutorial #275,2024-06-26,25060,3563,72,11387,115,YouTube Search,Mobile,UK,67158,10.91,272,74.54
VID10663,Video Tutorial #190,2023-02-04,70,1500,149,13284,134,Suggested Videos,Desktop,Canada,58275,13.45,699,22.73
VID10664,Video Tutorial #57,2024-05-12,14767,2789,512,14307,167,Notifications,TV,Australia,33429,6.85,329,73.2
VID10665,Video Tutorial #231,2025-01-20,47398,4877,68,8046,172,YouTube Search,Mobile,India,143500,12.29,356,21.63
VID10666,Video Tutorial #166,2025-01-19,42935,3709,229,7606,186,YouTube Search,Mobile,UK,6777,16.29,559,65.84
VID10667,Video Tutorial #94,2023-09-04,9714,1708,722,16933,87,YouTube Search,Desktop,Canada,50457,13.35,624,17.04
VID10668,Video Tutorial #275,2024-12-08,1149,1770,71,2059,104,YouTube Search,TV,Canada,55912,13.09,876,33.38
VID10669,Video Tutorial #193,2023-12-21,23275,1319,607,19677,54,Suggested Videos,TV,Germany,41716,7.49,772,89.46
VID10670,Video Tutorial #187,2024-04-09,2687,3380,396,4685,63,Suggested Videos,Desktop,Australia,45634,16.49,371,146.51
VID10671,Video Tutorial #147,2023-04-03,41399,2774,83,1673,192,Notifications,Mobile,Germany,64262,5.71,794,67.65
VID10672,Video Tutorial #36,2023-10-12,40562,2991,739,6486,181,Suggested Videos,Mobile,UK,44811,4.49,708,103.23
VID10673,Video Tutorial #11,2024-10-14,19847,3045,298,12038,95,Suggested Videos,Console,USA,96080,7.19,583,81.14
VID10674,Video Tutorial #245,2024-11-09,40275,376,747,19833,167,Suggested Videos,Tablet,USA,20243,12.05,278,75.0
VID10675,Video Tutorial #294,2024-06-16,10857,3037,292,15087,180,Suggested Videos,Tablet,Germany,108480,15.65,789,10.17
VID10676,Video Tutorial #219,2025-01-10,17788,661,733,7153,43,External,Tablet,Canada,147189,3.25,409,22.07
VID10677,Video Tutorial #199,2024-05-14,6452,1404,222,19641,190,External,Desktop,Canada,41523,14.83,827,132.52
VID10678,Video Tutorial #157,2023-02-01,4571,741,792,19894,129,Notifications,Tablet,USA,41813,14.82,561,61.82
VID10679,Video Tutorial #254,2022-03-19,49207,304,732,1920,148,Notifications,Desktop,India,74410,10.98,893,92.34
VID10680,Video Tutorial #295,2022-06-10,8432,1086,215,742,49,Notifications,Tablet,Canada,2305,13.93,410,79.47
VID10681,Video Tutorial #42,2022-09-16,45510,4882,230,19907,110,External,Mobile,India,53366,4.09,71,57.14
VID10682,Video Tutorial #169,2025-02-24,37171,3180,404,4619,179,Suggested Videos,Console,USA,143514,3.88,374,58.48
